"Samples per sec. = 240/1"
""
""
"sec","PSI","PSI"
10.600, 1.4440E+02, 1.4281E+02
10.608, 1.4511E+02, 1.4281E+02
10.617, 1.4440E+02, 1.4281E+02
10.625, 1.4511E+02, 1.4281E+02
10.633, 1.4511E+02, 1.4210E+02
10.642, 1.4440E+02, 1.4210E+02
10.650, 1.4440E+02, 1.4210E+02
10.658, 1.4511E+02, 1.4210E+02
10.667, 1.4511E+02, 1.4210E+02
10.675, 1.4440E+02, 1.4210E+02
10.683, 1.4440E+02, 1.4210E+02
10.692, 1.4511E+02, 1.4210E+02
10.700, 1.4440E+02, 1.4210E+02
10.708, 1.4511E+02, 1.4210E+02
10.717, 1.4440E+02, 1.4210E+02
10.725, 1.4511E+02, 1.4210E+02
10.733, 1.4511E+02, 1.4210E+02
10.742, 1.4511E+02, 1.4210E+02
10.750, 1.4440E+02, 1.4210E+02
10.758, 1.4511E+02, 1.4210E+02
10.767, 1.4511E+02, 1.4210E+02
10.775, 1.4440E+02, 1.4210E+02
10.783, 1.4511E+02, 1.4210E+02
10.792, 1.4511E+02, 1.4210E+02
10.800, 1.4440E+02, 1.4210E+02
10.808, 1.4511E+02, 1.4210E+02
10.817, 1.4511E+02, 1.4210E+02
10.825, 1.4511E+02, 1.4210E+02
10.833, 1.4511E+02, 1.4210E+02
10.842, 1.4511E+02, 1.4210E+02
10.850, 1.4440E+02, 1.4139E+02
10.858, 1.4511E+02, 1.4210E+02
10.867, 1.4511E+02, 1.4139E+02
10.875, 1.4511E+02, 1.4210E+02
10.883, 1.4511E+02, 1.4210E+02
10.892, 1.4511E+02, 1.4210E+02
10.900, 1.4511E+02, 1.4210E+02
10.908, 1.4511E+02, 1.4210E+02
10.917, 1.4511E+02, 1.4210E+02
10.925, 1.4511E+02, 1.4210E+02
10.933, 1.4511E+02, 1.4139E+02
10.942, 1.4511E+02, 1.4210E+02
10.950, 1.4511E+02, 1.4210E+02
10.958, 1.4511E+02, 1.4210E+02
10.967, 1.4511E+02, 1.4139E+02
10.975, 1.4511E+02, 1.4139E+02
10.983, 1.4511E+02, 1.4139E+02
10.992, 1.4511E+02, 1.4139E+02
11.000, 1.4511E+02, 1.4139E+02
11.008, 1.4511E+02, 1.4139E+02
11.017, 1.4511E+02, 1.4139E+02
11.025, 1.4511E+02, 1.4139E+02
11.033, 1.4511E+02, 1.4139E+02
11.042, 1.4511E+02, 1.4139E+02
11.050, 1.4511E+02, 1.4139E+02
11.058, 1.4511E+02, 1.4139E+02
11.067, 1.4511E+02, 1.4139E+02
11.075, 1.4511E+02, 1.4139E+02
11.083, 1.4511E+02, 1.4139E+02
11.092, 1.4511E+02, 1.4139E+02
11.100, 1.4511E+02, 1.4139E+02
11.108, 1.4511E+02, 1.4139E+02
11.117, 1.4511E+02, 1.4139E+02
11.125, 1.4511E+02, 1.4139E+02
11.133, 1.4511E+02, 1.4139E+02
11.142, 1.4511E+02, 1.4139E+02
11.150, 1.4511E+02, 1.4139E+02
11.158, 1.4511E+02, 1.4139E+02
11.167, 1.4511E+02, 1.4068E+02
11.175, 1.4511E+02, 1.4139E+02
11.183, 1.4511E+02, 1.4139E+02
11.192, 1.4511E+02, 1.4139E+02
11.200, 1.4511E+02, 1.4139E+02
11.208, 1.4511E+02, 1.4139E+02
11.217, 1.4511E+02, 1.4139E+02
11.225, 1.4511E+02, 1.4139E+02
11.233, 1.4511E+02, 1.4139E+02
11.242, 1.4511E+02, 1.4139E+02
11.250, 1.4511E+02, 1.4068E+02
11.258, 1.4511E+02, 1.4139E+02
11.267, 1.4511E+02, 1.4068E+02
11.275, 1.4511E+02, 1.4139E+02
11.283, 1.4511E+02, 1.4068E+02
11.292, 1.4511E+02, 1.4068E+02
11.300, 1.4511E+02, 1.4068E+02
11.308, 1.4511E+02, 1.4068E+02
11.317, 1.4511E+02, 1.4068E+02
11.325, 1.4511E+02, 1.4068E+02
11.333, 1.4582E+02, 1.4068E+02
11.342, 1.4511E+02, 1.4068E+02
11.350, 1.4511E+02, 1.4068E+02
11.358, 1.4511E+02, 1.4068E+02
11.367, 1.4511E+02, 1.4068E+02
11.375, 1.4511E+02, 1.4139E+02
11.383, 1.4511E+02, 1.4068E+02
11.392, 1.4511E+02, 1.4068E+02
11.400, 1.4511E+02, 1.4068E+02
11.408, 1.4511E+02, 1.4068E+02
11.417, 1.4511E+02, 1.4068E+02
11.425, 1.4511E+02, 1.4068E+02
11.433, 1.4511E+02, 1.4068E+02
11.442, 1.4511E+02, 1.4068E+02
11.450, 1.4511E+02, 1.4068E+02
11.458, 1.4511E+02, 1.4068E+02
11.467, 1.4511E+02, 1.4068E+02
11.475, 1.4511E+02, 1.4068E+02
11.483, 1.4511E+02, 1.4068E+02
11.492, 1.4511E+02, 1.4068E+02
11.500, 1.4511E+02, 1.4068E+02
11.508, 1.4582E+02, 1.4068E+02
11.517, 1.4511E+02, 1.4068E+02
11.525, 1.4511E+02, 1.4068E+02
11.533, 1.4511E+02, 1.4068E+02
11.542, 1.4511E+02, 1.4068E+02
11.550, 1.4511E+02, 1.4068E+02
11.558, 1.4582E+02, 1.4068E+02
11.567, 1.4511E+02, 1.3980E+02
11.575, 1.4511E+02, 1.4068E+02
11.583, 1.4511E+02, 1.4068E+02
11.592, 1.4511E+02, 1.3980E+02
11.600, 1.4511E+02, 1.3980E+02
